person1_word_idx,person2_word_idx,sentence,tokens,person1_right_tokens,person2_right_tokens,between_tokens,Label
"(18, 19)","(48, 49)","Movie Review - Jackie K Cooper ""A Walk In the Woods"" (Broad Green Pictures) Robert Redford and Nick Nolte co-star in the film ""A Walk In the Woods,"" which is based on a book of the same name by Bill Bryson.","['Movie', 'Review', '-', 'Jackie', 'K', 'Cooper', '""', 'A', 'Walk', 'In', 'the', 'Woods', '""', '(', 'Broad', 'Green', 'Pictures', ')', 'Robert', 'Redford', 'and', 'Nick', 'Nolte', 'co', '-', 'star', 'in', 'the', 'film', '""', 'A', 'Walk', 'In', 'the', 'Woods', ',', '""', 'which', 'is', 'based', 'on', 'a', 'book', 'of', 'the', 'same', 'name', 'by', 'Bill', 'Bryson', '.']","['and', 'Nick', 'Nolte', 'co']",['.'],"['and', 'Nick', 'Nolte', 'co', '-', 'star', 'in', 'the', 'film', '""', 'A', 'Walk', 'In', 'the', 'Woods', ',', '""', 'which', 'is', 'based', 'on', 'a', 'book', 'of', 'the', 'same', 'name', 'by']",0
"(23, 24)","(26, 27)","*1270 people were interviewed by SunSense UK over the course of the Dying for a Tan Tour 2015   Case Study: Melanie Williams   Melanie Williams (36), a mum of three and wife to David, was diagnosed with melanoma in July.","['*', '1270', 'people', 'were', 'interviewed', 'by', 'SunSense', 'UK', 'over', 'the', 'course', 'of', 'the', 'Dying', 'for', 'a', 'Tan', 'Tour', '2015', '', 'Case', 'Study', ':', 'Melanie', 'Williams', '', 'Melanie', 'Williams', '(', '36', ')', ',', 'a', 'mum', 'of', 'three', 'and', 'wife', 'to', 'David', ',', 'was', 'diagnosed', 'with', 'melanoma', 'in', 'July', '.']","['', 'Melanie', 'Williams', '(']","['(', '36', ')', ',']",[''],0
"(17, 18)","(22, 23)","There were a few minor warning signs with the late 2011 murmurings of an engagement to a Kurt Cobain look alike, Isaiah Silva.","['There', 'were', 'a', 'few', 'minor', 'warning', 'signs', 'with', 'the', 'late', '2011', 'murmurings', 'of', 'an', 'engagement', 'to', 'a', 'Kurt', 'Cobain', 'look', 'alike', ',', 'Isaiah', 'Silva', '.']","['look', 'alike', ',', 'Isaiah']",['.'],"['look', 'alike', ',']",0
"(0, 1)","(12, 13)","PHOTOS Cutest baby announcements   Tell Us What do you think of Deeley’s look Tweet with UsWeekly using the hashtag stylebyUs
","['PHOTOS', 'Cutest', 'baby', 'announcements', '', 'Tell', 'Us', 'What', 'do', 'you', 'think', 'of', 'Deeley', '’s', 'look', 'Tweet', 'with', 'UsWeekly', 'using', 'the', 'hashtag', 'stylebyUs', '']","['baby', 'announcements', '', 'Tell']","['look', 'Tweet', 'with', 'UsWeekly']","['baby', 'announcements', '', 'Tell', 'Us', 'What', 'do', 'you', 'think', 'of']",0
"(0, 2)","(35, 37)","Will Smith's birthday message for his wife, Jada Pinkett Smith, on Friday, Sept. 18, was the sweetest throwback post ever -- read it here!This article originally appeared on Usmagazine.com: Will Smith's Birthday Message for Wife Jada Pinkett Smith Is the Sweetest Throwback Post…   ","['Will', 'Smith', 's', 'birthday', 'message', 'for', 'his', 'wife', ',', 'Jada', 'Pinkett', 'Smith', ',', 'on', 'Friday', ',', 'Sept.', '18', ',', 'was', 'the', 'sweetest', 'throwback', 'post', 'ever', '--', 'read', 'it', 'here!This', 'article', 'originally', 'appeared', 'on', 'Usmagazine.com', ':', 'Will', 'Smith', 's', 'Birthday', 'Message', 'for', 'Wife', 'Jada', 'Pinkett', 'Smith', 'Is', 'the', 'Sweetest', 'Throwback', 'Post', '…', '']","['birthday', 'message', 'for', 'his']","['Birthday', 'Message', 'for', 'Wife']","['birthday', 'message', 'for', 'his', 'wife', ',', 'Jada', 'Pinkett', 'Smith', ',', 'on', 'Friday', ',', 'Sept.', '18', ',', 'was', 'the', 'sweetest', 'throwback', 'post', 'ever', '--', 'read', 'it', 'here!This', 'article', 'originally', 'appeared', 'on', 'Usmagazine.com', ':']",0
"(14, 14)","(18, 18)","Yet Joe Gibbs says his eldest son has never complainednot now, not when J.D.'s son, Taylor, waged his battle to beat leukemia.","['Yet', 'Joe', 'Gibbs', 'says', 'his', 'eldest', 'son', 'has', 'never', 'complainednot', 'now', ',', 'not', 'when', 'J.D.', 's', 'son', ',', 'Taylor', ',', 'waged', 'his', 'battle', 'to', 'beat', 'leukemia', '.']","['s', 'son', ',', 'Taylor']","[',', 'waged', 'his', 'battle']","['s', 'son', ',']",0
"(104, 105)","(120, 120)","Aidan  is having a tea break as he is learning his lines and rehearsing before shooting scenes for series 2 of Poldark in Charlestown, Devon      Smokin' hot: Aiden puffs on an e-cigarette as he enjoys a break between filming scenes     Learning his lines: The handsome actor was also seen reciting his script ahead of committing it to camera        Improvisation: The Irish star pretends to deliver his lines to his co-star, but actually there's nobody there    Shooting kicked off earlier this month with Aidan reprising his titular role as Captain Ross, while Eleanor Tomlinson returned to the scene as his servant-girl wife Demelza.   ","['Aidan', '', 'is', 'having', 'a', 'tea', 'break', 'as', 'he', 'is', 'learning', 'his', 'lines', 'and', 'rehearsing', 'before', 'shooting', 'scenes', 'for', 'series', '2', 'of', 'Poldark', 'in', 'Charlestown', ',', 'Devon', '', 'Smokin', '', 'hot', ':', 'Aiden', 'puffs', 'on', 'an', 'e', '-', 'cigarette', 'as', 'he', 'enjoys', 'a', 'break', 'between', 'filming', 'scenes', '', 'Learning', 'his', 'lines', ':', 'The', 'handsome', 'actor', 'was', 'also', 'seen', 'reciting', 'his', 'script', 'ahead', 'of', 'committing', 'it', 'to', 'camera', '', 'Improvisation', ':', 'The', 'Irish', 'star', 'pretends', 'to', 'deliver', 'his', 'lines', 'to', 'his', 'co', '-', 'star', ',', 'but', 'actually', 'there', 's', 'nobody', 'there', '', 'Shooting', 'kicked', 'off', 'earlier', 'this', 'month', 'with', 'Aidan', 'reprising', 'his', 'titular', 'role', 'as', 'Captain', 'Ross', ',', 'while', 'Eleanor', 'Tomlinson', 'returned', 'to', 'the', 'scene', 'as', 'his', 'servant', '-', 'girl', 'wife', 'Demelza', '.', '']","[',', 'while', 'Eleanor', 'Tomlinson']","['.', '']","[',', 'while', 'Eleanor', 'Tomlinson', 'returned', 'to', 'the', 'scene', 'as', 'his', 'servant', '-', 'girl', 'wife']",0
"(28, 29)","(34, 36)","The Rowan County courthouse was empty of demonstrators this weekend following rallies there last week      Rowan County deputy clerk Brian Mason (left) shakes hands with James Yates, and his partner William Smith Jr after issuing their their marriage license at the Rowan County Judicial Center in Morehead, Kentucky    Last fall, he decided to stop performing weddings altogether, aside from one in March that had long been scheduled, Korten said.      ","['The', 'Rowan', 'County', 'courthouse', 'was', 'empty', 'of', 'demonstrators', 'this', 'weekend', 'following', 'rallies', 'there', 'last', 'week', '', 'Rowan', 'County', 'deputy', 'clerk', 'Brian', 'Mason', '(', 'left', ')', 'shakes', 'hands', 'with', 'James', 'Yates', ',', 'and', 'his', 'partner', 'William', 'Smith', 'Jr', 'after', 'issuing', 'their', 'their', 'marriage', 'license', 'at', 'the', 'Rowan', 'County', 'Judicial', 'Center', 'in', 'Morehead', ',', 'Kentucky', '', 'Last', 'fall', ',', 'he', 'decided', 'to', 'stop', 'performing', 'weddings', 'altogether', ',', 'aside', 'from', 'one', 'in', 'March', 'that', 'had', 'long', 'been', 'scheduled', ',', 'Korten', 'said', '.', '']","[',', 'and', 'his', 'partner']","['after', 'issuing', 'their', 'their']","[',', 'and', 'his', 'partner']",1
"(3, 3)","(67, 67)","Supermodel strut: Winnie - who is hailed a vitiligo spokes-model - showcased her slender figure in a maroon midi dress as she dined out at the fine Chinese eatery      Showing some skin: The former America's Next Top Model contestant flashed her silky smooth legs and toned upper arms in the skin-tight frock   It is the first time Nick and Winnie have been spotted out and about together however, neither of them have spoken about the nature of their relationship.   ","['Supermodel', 'strut', ':', 'Winnie', '-', 'who', 'is', 'hailed', 'a', '', 'vitiligo', 'spokes', '-', 'model', '-', 'showcased', 'her', 'slender', 'figure', 'in', 'a', 'maroon', 'midi', 'dress', 'as', 'she', 'dined', 'out', 'at', 'the', 'fine', 'Chinese', 'eatery', '', 'Showing', 'some', 'skin', ':', 'The', 'former', 'America', 's', 'Next', 'Top', 'Model', 'contestant', 'flashed', 'her', 'silky', 'smooth', 'legs', 'and', 'toned', 'upper', 'arms', 'in', 'the', 'skin', '-', 'tight', 'frock', '', 'It', 'is', 'the', 'first', 'time', 'Nick', 'and', 'Winnie', 'have', 'been', 'spotted', 'out', 'and', 'about', 'together', 'however', ',', 'neither', 'of', 'them', 'have', 'spoken', 'about', 'the', 'nature', 'of', 'their', 'relationship', '.', '']","['-', 'who', 'is', 'hailed']","['and', 'Winnie', 'have', 'been']","['-', 'who', 'is', 'hailed', 'a', '', 'vitiligo', 'spokes', '-', 'model', '-', 'showcased', 'her', 'slender', 'figure', 'in', 'a', 'maroon', 'midi', 'dress', 'as', 'she', 'dined', 'out', 'at', 'the', 'fine', 'Chinese', 'eatery', '', 'Showing', 'some', 'skin', ':', 'The', 'former', 'America', 's', 'Next', 'Top', 'Model', 'contestant', 'flashed', 'her', 'silky', 'smooth', 'legs', 'and', 'toned', 'upper', 'arms', 'in', 'the', 'skin', '-', 'tight', 'frock', '', 'It', 'is', 'the', 'first', 'time']",0
"(1, 2)","(4, 5)","With John Travolta, Lady Gaga  00:42 Barbra Streisand partied with John Travolta, Lady Gaga and other famous friends over the weekend.","['With', 'John', 'Travolta', ',', 'Lady', 'Gaga', '', '00:42', 'Barbra', 'Streisand', 'partied', 'with', 'John', 'Travolta', ',', 'Lady', 'Gaga', 'and', 'other', 'famous', 'friends', 'over', 'the', 'weekend', '.']","[',', 'Lady', 'Gaga', '']","['', '00:42', 'Barbra', 'Streisand']","[',']",0
"(28, 29)","(31, 32)","The night before, Kylie and her boyfriend Tyga attended Alexander Wang's 10 year anniversary show, featuring a star-studded audience with the likes of Nikki Minaj and Lady Gaga.       ","['The', 'night', 'before', ',', 'Kylie', 'and', 'her', 'boyfriend', 'Tyga', 'attended', 'Alexander', 'Wang', 's', '10', 'year', 'anniversary', 'show', ',', 'featuring', 'a', 'star', '-', 'studded', 'audience', 'with', 'the', 'likes', 'of', 'Nikki', 'Minaj', 'and', 'Lady', 'Gaga', '.', '']","['and', 'Lady', 'Gaga', '.']","['.', '']",['and'],0
"(4, 4)","(7, 7)","In the essay, Kim referred to Jenner as 'he' when speaking about the pre-transition era and her memories of her stepfather from when she was younger.   ","['In', 'the', 'essay', ',', 'Kim', 'referred', 'to', 'Jenner', 'as', '', 'he', '', 'when', 'speaking', 'about', 'the', 'pre', '-', 'transition', 'era', 'and', 'her', 'memories', 'of', 'her', 'stepfather', 'from', 'when', 'she', 'was', 'younger', '.', '']","['referred', 'to', 'Jenner', 'as']","['as', '', 'he', '']","['referred', 'to']",0
"(5, 5)","(7, 7)","The video was posted on YouTube and Facebook by Tyrelle Ware, 15, one of the teenagers Leeser pointed the gun at.","['The', 'video', 'was', 'posted', 'on', 'YouTube', 'and', 'Facebook', 'by', 'Tyrelle', 'Ware', ',', '15', ',', 'one', 'of', 'the', 'teenagers', 'Leeser', 'pointed', 'the', 'gun', 'at', '.']","['and', 'Facebook', 'by', 'Tyrelle']","['by', 'Tyrelle', 'Ware', ',']",['and'],0
"(8, 9)","(37, 37)","These supporters went so far as to say Kim Davis should run for president at the prayer rally at the Carter County Detention Center, where she is being held      Even children held up signs offering Davis support as adults chanted passages from the Bible   The Rowan County Clerk will spend Labor Day weekend in isolation at the Carter County Detention Center with her Bible and her clear conscience.   ","['These', 'supporters', 'went', 'so', 'far', 'as', 'to', 'say', 'Kim', 'Davis', 'should', 'run', 'for', 'president', 'at', 'the', 'prayer', 'rally', 'at', 'the', 'Carter', 'County', 'Detention', 'Center', ',', 'where', 'she', 'is', 'being', 'held', '', 'Even', 'children', 'held', 'up', 'signs', 'offering', 'Davis', 'support', 'as', 'adults', 'chanted', 'passages', 'from', 'the', 'Bible', '', 'The', 'Rowan', 'County', 'Clerk', 'will', 'spend', 'Labor', 'Day', 'weekend', 'in', 'isolation', 'at', 'the', 'Carter', 'County', 'Detention', 'Center', 'with', 'her', 'Bible', 'and', 'her', 'clear', 'conscience', '.', '']","['should', 'run', 'for', 'president']","['support', 'as', 'adults', 'chanted']","['should', 'run', 'for', 'president', 'at', 'the', 'prayer', 'rally', 'at', 'the', 'Carter', 'County', 'Detention', 'Center', ',', 'where', 'she', 'is', 'being', 'held', '', 'Even', 'children', 'held', 'up', 'signs', 'offering']",0
"(32, 33)","(95, 96)","Ceawlin Thynn, 41, said he fell  out with his mother, the Marchioness of Bath (right), after she questioned his marriage to half-Nigerian wife Emma McQuiston, 29 (together left) over fears of ruining '400 years of bloodline'      The row erupted when Viscount Weymouth approached his mother in the drawing room of the Elizabethan country house at the 1,000-acre estate in Wiltshire (pictured) and informed her he planned to marry Emma   He claims his 71-year-old mother, Ann Gael, the Marchioness of Bath, responded by asking: 'Are you sure about what you're doing to 400 years of bloodline?'   ","['Ceawlin', 'Thynn', ',', '41', ',', 'said', 'he', 'fell', '', 'out', 'with', 'his', 'mother', ',', 'the', 'Marchioness', 'of', 'Bath', '(', 'right', ')', ',', 'after', 'she', 'questioned', 'his', 'marriage', 'to', 'half', '-', 'Nigerian', 'wife', 'Emma', 'McQuiston', ',', '29', '(', 'together', 'left', ')', 'over', 'fears', 'of', 'ruining', '', '400', 'years', 'of', 'bloodline', '', '', 'The', 'row', 'erupted', 'when', 'Viscount', 'Weymouth', 'approached', 'his', 'mother', 'in', 'the', 'drawing', 'room', 'of', 'the', 'Elizabethan', 'country', 'house', 'at', 'the', '1,000-acre', 'estate', 'in', 'Wiltshire', '(', 'pictured', ')', 'and', 'informed', 'her', 'he', 'planned', 'to', 'marry', 'Emma', '', 'He', 'claims', 'his', '71-year', '-', 'old', 'mother', ',', 'Ann', 'Gael', ',', 'the', 'Marchioness', 'of', 'Bath', ',', 'responded', 'by', 'asking', ':', '', 'Are', 'you', 'sure', 'about', 'what', 'you', 're', 'doing', 'to', '400', 'years', 'of', 'bloodline', '?', '', '']","[',', '29', '(', 'together']","[',', 'the', 'Marchioness', 'of']","[',', '29', '(', 'together', 'left', ')', 'over', 'fears', 'of', 'ruining', '', '400', 'years', 'of', 'bloodline', '', '', 'The', 'row', 'erupted', 'when', 'Viscount', 'Weymouth', 'approached', 'his', 'mother', 'in', 'the', 'drawing', 'room', 'of', 'the', 'Elizabethan', 'country', 'house', 'at', 'the', '1,000-acre', 'estate', 'in', 'Wiltshire', '(', 'pictured', ')', 'and', 'informed', 'her', 'he', 'planned', 'to', 'marry', 'Emma', '', 'He', 'claims', 'his', '71-year', '-', 'old', 'mother', ',']",0
"(3, 4)","(29, 31)","IMG Models executive Ivan Bart also posted a photo of his new client at the presentation, juxtaposing it with an old shot of Cindy walking at former designer Todd Oldham's NYFW show, proving once again just how much of a resemblance Kaia bears to her famous mother.       ","['IMG', 'Models', 'executive', 'Ivan', 'Bart', 'also', 'posted', 'a', 'photo', 'of', 'his', 'new', 'client', 'at', 'the', 'presentation', ',', 'juxtaposing', 'it', 'with', 'an', 'old', 'shot', 'of', 'Cindy', 'walking', 'at', 'former', 'designer', 'Todd', 'Oldham', 's', 'NYFW', 'show', ',', 'proving', 'once', 'again', 'just', 'how', 'much', 'of', 'a', 'resemblance', 'Kaia', 'bears', 'to', 'her', 'famous', 'mother', '.', '']","['also', 'posted', 'a', 'photo']","['NYFW', 'show', ',', 'proving']","['also', 'posted', 'a', 'photo', 'of', 'his', 'new', 'client', 'at', 'the', 'presentation', ',', 'juxtaposing', 'it', 'with', 'an', 'old', 'shot', 'of', 'Cindy', 'walking', 'at', 'former', 'designer']",0
"(2, 2)","(4, 5)","And The Block host Scott Cam was joined by his dashing son, Charlie, as they enjoyed some bonding time together in the glorious sunshine.   ","['And', 'The', 'Block', 'host', 'Scott', 'Cam', 'was', 'joined', 'by', 'his', 'dashing', 'son', ',', 'Charlie', ',', 'as', 'they', 'enjoyed', 'some', 'bonding', 'time', 'together', 'in', 'the', 'glorious', 'sunshine', '.', '']","['host', 'Scott', 'Cam', 'was']","['was', 'joined', 'by', 'his']",['host'],0
"(0, 2)","(12, 13)",Jennifer Jason Leigh has signed on to portray Lady Bird Johnson opposite Woody Harrelson in Rob Reiner’s “LBJ.”,"['Jennifer', 'Jason', 'Leigh', 'has', 'signed', 'on', 'to', 'portray', 'Lady', 'Bird', 'Johnson', 'opposite', 'Woody', 'Harrelson', 'in', 'Rob', 'Reiner', '’s', '“', 'LBJ', '.', '”']","['has', 'signed', 'on', 'to']","['in', 'Rob', 'Reiner', '’s']","['has', 'signed', 'on', 'to', 'portray', 'Lady', 'Bird', 'Johnson', 'opposite']",0
"(8, 9)","(17, 18)","First tier celebrities at the private club included Diana Ross, Al Pacino, various Kennedys including Jackie Onassis.","['First', 'tier', 'celebrities', 'at', 'the', 'private', 'club', 'included', 'Diana', 'Ross', ',', 'Al', 'Pacino', ',', 'various', 'Kennedys', 'including', 'Jackie', 'Onassis', '.']","[',', 'Al', 'Pacino', ',']",['.'],"[',', 'Al', 'Pacino', ',', 'various', 'Kennedys', 'including']",0
"(6, 7)","(18, 18)","And in 1993, when driver Dale Jarrett notched JGR's first win as an organization in the Daytona 500, one of the tire changers was none other than J.D., who always liked being not just close to but in on the action.","['And', 'in', '1993', ',', 'when', 'driver', 'Dale', 'Jarrett', 'notched', 'JGR', 's', 'first', 'win', 'as', 'an', 'organization', 'in', 'the', 'Daytona', '500', ',', 'one', 'of', 'the', 'tire', 'changers', 'was', 'none', 'other', 'than', 'J.D.', ',', 'who', 'always', 'liked', 'being', 'not', 'just', 'close', 'to', 'but', 'in', 'on', 'the', 'action', '.']","['notched', 'JGR', 's', 'first']","['500', ',', 'one', 'of']","['notched', 'JGR', 's', 'first', 'win', 'as', 'an', 'organization', 'in', 'the']",0
